"playid","season","week","gamekey_internal","offense","defense","play_type","quarter","minutes","seconds","yards_to_endzone","down","distance","yards_gained","total_rbs","total_wrs","total_tes","personnel","shotgun","play_action","no_huddle","defenders_in_box","run_direction","yards_created","yards_blocked","target_depth","evaded_tackle1","evaded_tackle2","evaded_tackle3","oline_hurry","qb_seconds_to_throw","throw_under_duress","batted_pass","money_throw","interceptable_pass","danger_play","catchable_pass","contested_target","end_zone_target","drop","pass_breakup","qb_throw_away","receiver_separation_at_target","qb_id","runner_id","targeted_receiver_id","targeted_defender_id","coverage_type","skill1","skill1_route","skill1_motion","skill1_cushion","skill2","skill2_route","skill2_motion","skill2_cushion","skill3","skill3_route","skill3_motion","skill3_cushion","skill4","skill4_route","skill4_motion","skill4_cushion","skill5","skill5_route","skill5_motion","skill5_cushion","qb_pressure_defender1_id","qb_pressure_defender2_id","qb_pressure_defender3_id","pass_breakup_defender_id","description","first_down_gained","redzone","away_team","home_team","off_score","def_score","penalty_team","penalty","blocked_kick","interception","sack","fumble","fumble_lost","over_under","spread","surface","conditions","forecast_temp","forecast_wind"
1113529,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,4,53,"1",4,1,0,1,3,1,"11",1,0,0,6,"","","","1","","","",1,"3.2",0,0,0,1,1,0,0,"1",0,1,0,"STP","00-0033077","","00-0037666","00-0039071","1","00-0037247",1,"","1","00-0037801",1,"S","1","00-0036997",0,"","","00-0038041",1,"","","00-0037666",1,"","1","00-0039070","","","00-0039071","(4:53) (Shotgun) 4-D.Prescott pass short left intended for 1-J.Tolbert INTERCEPTED by 49-T.Edmunds at CHI -2. Touchback.",0,"1","DAL","CHI",14,31,"","",0,1,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113530,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","RUSH",4,4,47,"80",1,10,5,1,2,2,"12",0,0,0,7,"RE","3","2","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0034827",1,"","","00-0036275",0,"","","00-0034798",0,"","","00-0036290",0,"","","00-0039919",0,"","","","","","","(4:47) 4-D.Swift right end to CHI 25 for 5 yards (59-K.Murray).",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113531,2025,3,"2025-09-21_NA","","","NOPL",4,4,41,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #1 by DAL at 04:41.",0,"","DAL","CHI",0,0,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113532,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","RUSH",4,4,41,"75",2,5,-4,1,2,2,"12",0,0,0,7,"LE","1","-5","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0036275","","","","00-0039919",0,"","","00-0034827",0,"","","00-0036290",0,"S","","00-0036275",0,"","","00-0034798",0,"","","","","","","(4:41) 4-D.Swift left end to CHI 21 for -4 yards (94-M.Kneeland).",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113533,2025,3,"2025-09-21_NA","","","NOPL",4,4,36,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #2 by DAL at 04:36.",0,"","DAL","CHI",0,0,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113534,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","PASS",4,4,36,"79",3,9,6,1,3,1,"11",1,0,0,6,"","0","6","6","","","",1,"4",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039918","","00-0035208","00-0036361","0","00-0034827",1,"","9","00-0035208",1,"","11","00-0036275",0,"","1","00-0036290",1,"","3","00-0039919",1,"","9","00-0039465","00-0036441","","","(4:36) (Shotgun) 18-C.Williams pass short right to 14-O.Zaccheaus to CHI 27 for 6 yards (6-D.Wilson).",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113535,2025,3,"2025-09-21_NA","","","NOPL",4,4,28,"",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","Timeout #3 by DAL at 04:28.",0,"","DAL","CHI",0,0,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113536,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","PUNT",4,4,28,"73",4,3,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(4:28) 19-T.Taylor punts 41 yards to DAL 32, Center-46-S.Daly, out of bounds.",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113537,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,4,21,"68",1,10,24,1,2,2,"12",0,1,0,6,"","0","24","18","","","",0,"3.6",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039398","","00-0037247","00-0036986","1","00-0037247",1,"","8","00-0039530",1,"","","00-0035243",0,"","","00-0038547",1,"P","","00-0037666",1,"","1","","","","","(4:21) 10-J.Milton pass deep left to 3-G.Pickens pushed ob at CHI 44 for 24 yards (26-N.Wright).",1,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113538,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","RUSH",4,4,14,"44",1,10,3,1,2,2,"12",1,0,1,6,"LT","2","1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035243","","","","00-0037247",0,"","","00-0035243",0,"","","00-0038547",0,"","","00-0039530",0,"","","00-0037666",0,"","","","","","","(4:14) (No Huddle, Shotgun) 24-M.Sanders left tackle to CHI 41 for 3 yards (55-D.Odeyingbo).",0,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113539,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","NOPL",4,3,37,"41",2,7,0,1,3,1,"11",0,1,0,6,"","1","-1","0","00-0033132","00-0038135","",1,"5",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0039398","","","00-0038390","1","00-0037247",1,"","1","00-0035243",0,"","","00-0037801",1,"S","7","00-0039530",0,"","","00-0037666",1,"","2","00-0037082","00-0036986","","","(3:37) 10-J.Milton pass short right to 89-B.Spann-Ford pushed ob at CHI 3 for 38 yards (55-D.Odeyingbo). PENALTY on DAL-60-T.Guyton, Ineligible Downfield Pass, 5 yards, enforced at CHI 41 - No Play.",0,"0","DAL","CHI",14,31,"DAL","Ineligible Downfield Pass",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113540,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,3,26,"46",2,12,11,1,3,1,"11",1,1,0,5,"","0","11","11","","","",1,"3.8",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0039398","","00-0039410","00-0036986","1","00-0039410",1,"","1","00-0035243",0,"","","00-0039530",0,"P","","00-0037801",1,"","7","00-0037666",1,"","1","00-0038135","","","","(3:26) (Shotgun) 10-J.Milton pass short middle to 19-R.Flournoy to CHI 35 for 11 yards (26-N.Wright).",0,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113541,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,3,1,"35",3,1,6,1,3,1,"11",1,0,1,6,"","0","6","5","","","",0,"3.3",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0039398","","00-0037666","00-0039071","3","00-0039410",1,"","8","00-0035243",1,"","","00-0039530",1,"","5","00-0037801",1,"","4","00-0037666",1,"","8","","","","","(3:01) (No Huddle, Shotgun) 10-J.Milton pass short right to 1-J.Tolbert to CHI 29 for 6 yards (29-T.Stevenson).",1,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113542,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","RUSH",4,2,27,"29",1,10,7,1,3,1,"11",1,0,0,6,"RG","4","3","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035243","","","","00-0039410",0,"","","00-0037801",0,"","","00-0035243",0,"","","00-0038547",0,"","","00-0037666",0,"","","","","","","(2:27) (Shotgun) 24-M.Sanders right guard to CHI 22 for 7 yards (69-T.Kpassagnon).",0,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113543,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","RUSH",4,2,0,"22",2,3,4,1,3,1,"11",1,0,0,6,"LG","7","-3","","00-0034673","00-0033066","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035243","","","","00-0039410",0,"","","00-0037801",0,"","","00-0037666",0,"P","","00-0035243",0,"","","00-0039530",0,"","","","","","","(2:00) (Shotgun) 24-M.Sanders left guard to CHI 18 for 4 yards (90-D.Robinson).",1,"0","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113544,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,1,36,"18",1,10,0,1,3,1,"11",1,0,1,6,"","","","18","","","",0,"2.1",0,0,0,0,0,0,0,"1",0,0,0,"TCV","00-0039398","","00-0037666","00-0039071","1","00-0039410",1,"","8","00-0037801",1,"","6","00-0035243",1,"","","00-0038547",1,"","6","00-0037666",1,"","1","","","","","(1:36) (No Huddle, Shotgun) 10-J.Milton pass incomplete deep right to 1-J.Tolbert.",0,"1","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113545,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","RUSH",4,1,32,"18",2,10,3,1,3,1,"11",1,0,0,6,"RM","4","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035243","","","","00-0037247",0,"","","00-0037801",0,"","","00-0035243",0,"","","00-0038547",0,"","","00-0039410",0,"","","","","","","(1:32) (Shotgun) 24-M.Sanders up the middle to CHI 15 for 3 yards (97-A.Billings).",0,"1","DAL","CHI",14,31,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113546,2025,3,"2025-09-21_DAL_CHI","DAL","CHI","PASS",4,0,58,"15",3,7,0,1,3,1,"11",1,0,0,6,"","","","15","","","",0,"2.5",0,0,0,1,1,0,0,"1",0,0,0,"CLS","00-0039398","","00-0037801","00-0036589","2","00-0039410",1,"","6","00-0037801",1,"","5","00-0035243",1,"","","00-0039530",1,"","6","00-0037666",1,"","7","","","","","(:58) (Shotgun) 10-J.Milton pass deep middle intended for 9-K.Turpin INTERCEPTED by 31-K.Byard at CHI -3. Touchback.",0,"1","DAL","CHI",14,31,"","",0,1,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113547,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","RUSH",4,0,52,"80",1,10,-1,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039918","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(:52) 18-C.Williams kneels to CHI 19 for -1 yards.",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113548,2025,3,"2025-09-21_DAL_CHI","CHI","DAL","RUSH",4,0,36,"81",2,11,-1,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039918","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(:36) 18-C.Williams kneels to CHI 18 for -1 yards.",0,"0","DAL","CHI",31,14,"","",0,0,0,0,0,50,-1.5,"Grass","Sunny",82,4
1113549,2025,3,"2025-09-21_SF_ARI","ARI","SF","KOFF",1,15,0,"35",0,0,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","18-E.Pineiro kicks 62 yards from SF 35 to ARZ 3. 31-E.Demercado to ARZ 39 for 36 yards (26-C.Lucas).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113550,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,14,52,"61",1,10,2,1,2,2,"12",1,1,0,7,"","2","0","0","","","",0,"4.1",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0035228","","00-0039737","00-0038554","3","00-0033891",1,"","8","00-0039737",0,"","","00-0033553",0,"","","00-0037744",0,"","","00-0039849",1,"","1","","","","","(14:52) (Shotgun) 1-K.Murray pass short left to 87-T.Reiman to ARZ 41 for 2 yards (54-F.Warner).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113551,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,14,12,"59",2,8,6,1,1,3,"13",1,0,0,8,"","0","6","6","","","",0,"2.1",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0035228","","00-0039737","00-0040185","3","00-0039737",1,"","","00-0037744",1,"","","00-0033553",1,"","","00-0039041",1,"","4","00-0039849",1,"","2","","","","","(14:12) (Shotgun) 1-K.Murray pass short left to 87-T.Reiman to ARZ 47 for 6 yards (36-M.Sigle; 57-L.Gifford).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113552,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,13,36,"53",3,2,1,1,3,1,"11",1,0,0,6,"RM","2","-1","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033553","","","","00-0039849",0,"","","00-0033553",0,"","","00-0037744",0,"","","00-0038559",1,"","","00-0033891",0,"","","","","","","(13:36) (Shotgun) 6-J.Conner up the middle to ARZ 48 for 1 yard (98-M.Williams).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113553,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,13,1,"52",4,1,1,2,2,1,"21",0,0,0,7,"RM","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033553","","","","00-0039849",0,"","","00-0037744",0,"P","","00-0033553",0,"","","00-0039921",0,"","","00-0040382",0,"","","","","","","(13:01) 6-J.Conner up the middle to ARZ 49 for 1 yard (54-F.Warner).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113554,2025,3,"2025-09-21_SF_ARI","ARI","SF","NOPL",1,12,23,"51",1,10,0,1,2,2,"12",0,0,0,6,"","6","-6","","00-0035717","00-0039345","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","00-0033891",0,"","","00-0033553",0,"","","00-0037744",0,"","","00-0039737",0,"P","","00-0038559",0,"","","","","","","(12:23) 6-J.Conner left guard pushed ob at SF 45 for 6 yards (36-M.Sigle; 53-D.Winters). Penalty on SF-53-D.Winters, Face Mask, offsetting, enforced at ARZ 49 - No Play. Penalty on ARZ-6-J.Conner, Face Mask, offsetting.",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113555,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,12,1,"51",1,10,5,1,2,2,"12",1,1,0,7,"","1","4","-3","","","",0,"2.5",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0035228","","00-0037744","00-0036151","4","00-0038559",1,"","7","00-0037744",1,"","5","00-0033553",0,"","","00-0039737",0,"P","","00-0039849",1,"","6","","","","","(12:01) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to SF 46 for 5 yards (47-B.Huff).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113556,2025,3,"2025-09-21_SF_ARI","ARI","SF","NOPL",1,11,16,"46",2,5,0,0,5,0,"00",1,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(11:16) (Shotgun) PENALTY on ARZ-68-K.Beachum, False Start, 5 yards, enforced at SF 46 - No Play.",0,"0","ARI","SF",0,0,"ARZ","False Start",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113557,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,10,59,"51",2,10,10,1,2,2,"12",1,0,0,7,"","2","8","-5","00-0036563","","",0,"2.4",0,0,0,0,0,1,0,"0",0,0,0,"CLS","00-0035228","","00-0033553","00-0036563","2","00-0039849",1,"","7","00-0033553",1,"","","00-0039041",1,"S","5","00-0037744",1,"","12","00-0038559",1,"","2","","","","","(10:59) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to SF 41 for 10 yards (53-D.Winters).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113558,2025,3,"2025-09-21_SF_ARI","ARI","SF","NOPL",1,10,10,"41",1,10,0,0,5,0,"00",1,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(10:10) (Shotgun) PENALTY on ARZ, Delay of Game, 5 yards, enforced at SF 41 - No Play.",0,"0","ARI","SF",0,0,"ARZ","Delay of Game",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113559,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,9,46,"46",1,15,6,1,2,2,"12",1,0,0,6,"RE","","","","","","",1,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035228","","","1","00-0039921",1,"","6","00-0038559",1,"","7","00-0039737",1,"","1","00-0037744",1,"","4","00-0039849",1,"","3","00-0038554","00-0037602","","","(9:46) (Shotgun) 1-K.Murray scrambles right end ran ob at SF 40 for 6 yards (54-F.Warner).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113560,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,9,7,"40",2,9,1,1,3,1,"11",0,0,0,6,"LE","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0039921","","","","00-0033891",0,"","","00-0038559",0,"","","00-0039041",0,"S","","00-0033553",0,"","","00-0040382",0,"","","","","","","(9:07) 33-T.Benson left end to SF 39 for 1 yard (53-D.Winters).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113561,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,8,24,"39",3,8,0,1,3,1,"11",1,0,0,7,"","","","-11","","","",0,"3.1",0,1,0,0,0,0,0,"0",0,0,0,"OPN","00-0035228","","00-0039921","00-0040152","4","00-0039849",1,"","7","00-0039921",1,"","","00-0037744",1,"","5","00-0035500",1,"S","10","00-0038559",1,"","7","","","","","(8:24) (Shotgun) 1-K.Murray pass incomplete short left to 33-T.Benson (47-B.Huff).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113562,2025,3,"2025-09-21_SF_ARI","ARI","SF","FGXP",1,8,19,"39",4,8,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(8:19) 38-C.Ryland 57 yard field goal is No Good, Wide Right, Center-46-A.Brewer, Holder-12-B.Gillikin.",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113563,2025,3,"2025-09-21_SF_ARI","SF","ARI","PASS",1,8,14,"53",1,10,8,1,3,1,"11",1,0,0,7,"","0","8","3","","","",0,"2.8",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0036972","","00-0033280","00-0036298","2","00-0037112",1,"","1","00-0039916",1,"","9","00-0033280",1,"","","00-0029892",1,"S","5","00-0033307",1,"","1","","","","","(8:14) (Shotgun) 10-M.Jones pass short right to 23-C.McCaffrey to ARZ 45 for 8 yards (27-A.Davis-Gaither).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113564,2025,3,"2025-09-21_SF_ARI","SF","ARI","RUSH",1,7,43,"45",2,2,-2,1,3,1,"11",1,0,0,6,"RT","0","-2","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033280","","","","00-0029892",0,"S","","00-0033307",0,"","","00-0033280",0,"","","00-0036887",0,"","","00-0039916",0,"","","","","","","(7:43) (Shotgun) 23-C.McCaffrey right tackle to ARZ 47 for -2 yards (94-D.Tomlinson, 10-J.Sweat).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113565,2025,3,"2025-09-21_SF_ARI","SF","ARI","PASS",1,7,4,"47",3,4,0,1,3,1,"11",1,0,0,7,"","","","32","","","",0,"3",0,0,0,0,0,0,0,"0",0,0,0,"STP","00-0036972","","00-0039916","00-0035705","1","00-0037112",1,"","7","00-0039916",1,"","5","00-0033280",1,"","","00-0033307",1,"","6","00-0038090",1,"P","6","00-0034381","","","","(7:04) (Shotgun) 10-M.Jones pass incomplete deep left to 1-R.Pearsall [10-J.Sweat].",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113566,2025,3,"2025-09-21_SF_ARI","SF","ARI","PUNT",1,6,58,"47",4,4,0,0,5,0,"00",0,0,0,0,"","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","","","","","",0,"","","",0,"","","",0,"","","",0,"","","",0,"","","","","","","(6:58) 7-T.Morstead punts 39 yards to ARZ 8, Center-46-J.Weeks, fair catch by 4-G.Dortch.",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113567,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,6,52,"92",1,10,7,1,2,2,"12",1,0,0,6,"RM","6","1","","","","",0,"",0,0,0,0,1,0,0,"",0,0,0,"","","00-0033553","","","","00-0039849",0,"","","00-0035500",0,"S","","00-0033553",0,"","","00-0039737",0,"","","00-0037744",0,"","","","","","","(6:52) (Shotgun) 6-J.Conner up the middle to ARZ 15 for 7 yards (97-N.Bosa; 53-D.Winters). FUMBLES (97-N.Bosa), recovered by ARZ-72-H.Froholdt at ARZ 16.",0,"0","ARI","SF",0,0,"","",0,0,0,1,0,44.5,1.5,"Grass","Sunny",72,7
1113568,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,6,8,"84",2,2,1,1,2,2,"12",0,0,0,6,"RT","1","0","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033553","","","","00-0033891",0,"","","00-0038559",0,"S","","00-0033553",0,"","","00-0039737",0,"","","00-0037744",0,"P","","","","","","(6:08) 6-J.Conner right tackle to ARZ 17 for 1 yard (91-S.Okuayinonu; 93-K.Davis).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113569,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,5,28,"83",3,1,1,1,2,2,"12",0,0,0,6,"RG","4","-3","","00-0037832","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033553","","","","00-0039849",0,"","","00-0037744",0,"","","00-0033553",0,"","","00-0040382",0,"","","00-0039737",0,"P","","","","","","(5:28) 6-J.Conner right guard to ARZ 18 for 1 yard (97-N.Bosa; 91-S.Okuayinonu).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113570,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,4,45,"82",1,10,4,1,3,1,"11",1,1,0,7,"","2","2","-4","","","",0,"2.7",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0035228","","00-0033553","00-0038625","C","00-0038559",1,"","7","00-0035500",1,"S","5","00-0039737",0,"","","00-0033553",0,"","","00-0039849",1,"","1","","","","","(4:45) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to ARZ 22 for 4 yards (99-C.West).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113571,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,4,2,"78",2,6,7,1,3,1,"11",1,0,0,5,"","2","5","5","","","",0,"1.8",0,0,0,0,0,1,0,"0",0,0,0,"STP","00-0035228","","00-0039041","00-0038625","1","00-0033891",1,"","1","00-0039921",1,"S","4","00-0039041",1,"","","00-0035500",1,"","4","00-0039849",1,"","7","","","","","(4:02) (Shotgun) 1-K.Murray pass short middle to 84-E.Higgins to ARZ 29 for 7 yards (54-F.Warner).",1,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113572,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,3,23,"71",1,10,2,1,3,1,"11",1,0,0,6,"","2","0","0","","","",0,"1.2",0,0,0,0,0,1,0,"0",0,0,0,"OPN","00-0035228","","00-0035500","00-0036563","1","00-0039849",0,"","1","00-0037744",0,"","5","00-0039921",0,"","","00-0038559",0,"","11","00-0035500",1,"","6","","","","","(3:23) (Shotgun) 1-K.Murray pass short right to 4-G.Dortch to ARZ 31 for 2 yards (2-D.Lenoir).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113573,2025,3,"2025-09-21_SF_ARI","ARI","SF","PASS",1,2,41,"69",2,8,0,1,3,1,"11",1,1,0,6,"","","","13","","","",0,"2.5",0,0,0,0,0,0,0,"0",0,0,0,"STP","00-0035228","","00-0038559","00-0040152","1","00-0033891",1,"","1","00-0038559",1,"","1","00-0039921",0,"","","00-0037744",1,"","4","00-0039849",1,"","1","","","","","(2:41) (Shotgun) 1-K.Murray pass incomplete short left to 14-Mi.Wilson.",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113574,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,2,37,"69",3,8,9,1,3,1,"11",1,0,0,6,"LE","","","","","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0035228","","","2","00-0039849",1,"","3","00-0033891",1,"","1","00-0039921",1,"","","00-0038559",1,"","7","00-0037744",1,"S","3","","","","","(2:37) (Shotgun) 1-K.Murray scrambles left end ran ob at ARZ 40 for 9 yards (20-U.Stout).",1,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
1113575,2025,3,"2025-09-21_SF_ARI","ARI","SF","RUSH",1,1,52,"60",1,10,1,1,2,2,"12",1,0,0,6,"RT","3","-2","","00-0037602","","",0,"",0,0,0,0,0,0,0,"",0,0,0,"","","00-0033553","","","","00-0033891",0,"","","00-0039737",0,"","","00-0033553",0,"","","00-0039041",0,"","","00-0038559",0,"","","","","","","(1:52) (Shotgun) 6-J.Conner right tackle to ARZ 41 for 1 yard (93-K.Davis; 27-J.Brown).",0,"0","ARI","SF",0,0,"","",0,0,0,0,0,44.5,1.5,"Grass","Sunny",72,7
